"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene"
1.75029044276235,1.35205863169979,10.9541769819627,2.81935545056792e-10,2.37234460086918e-08,13.7195930775545,"CKAP2L"
1.3769573454443,3.7947678998078,10.9431379211733,2.87220137132808e-10,2.40519247527848e-08,13.7011104207629,"MCM6"
2.21395267043355,2.2616453423373,10.9228098836072,2.97222377347274e-10,2.47704276011236e-08,13.6670379125634,"GTSE1"
2.37621977284704,7.43288631408802,10.910969596676,3.03214360777024e-10,2.50716286557695e-08,13.6471696695216,"ITGA5"
-1.46411759721413,1.73350629856283,-10.9099906973732,3.03715331632068e-10,2.50716286557695e-08,13.645526319839,"TRPV1"
-1.42661245491105,5.50067321501579,-10.9038520590484,3.06876558493034e-10,2.52130938482626e-08,13.6352183734763,"CTSF"
1.98871750961713,1.85276831146591,10.9006749694741,3.08526070684265e-10,2.52296107942653e-08,13.6298816942719,"LINC01605"
2.99964906716061,1.95761611700676,10.8977159860629,3.10070626052912e-10,2.52374306756524e-08,13.6249103092363,"POPDC3"
2.95824562809779,3.07293971702985,10.893153333233,3.1246803376221e-10,2.53142707538147e-08,13.6172425832214,"CCNB2"
-1.66151856659016,3.83805047707974,-10.887770440783,3.15321200111685e-10,2.54271512201173e-08,13.6081932622167,"N4BP2L1"
2.34961867140077,2.79034822734515,10.8750246489436,3.2218541566141e-10,2.58609473271448e-08,13.586752381091,"MAD2L1"
1.63088138258556,2.16003945228035,10.8722345512548,3.2370860948388e-10,2.58640209173863e-08,13.5820563460881,"RAD51AP1"
-2.24754582617819,3.20205384246544,-10.8630235748849,3.28790454262351e-10,2.61501010609207e-08,13.5665467671208,"PLA2G6"
1.33044108536429,4.50481770526027,10.8513560084652,3.3534682146451e-10,2.65503224375856e-08,13.5468863823236,"MCM5"
