,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LIF,73.63011881967249,-4.085812969635123,0.7401509676783903,-5.52024269109716,3.385317770637201e-08,5.0035554706491985e-06
TACSTD2,191.0195761372232,-4.051877983485215,0.734049025032026,-5.519901049263617,3.391906104231061e-08,5.0035554706491985e-06
STARD8,31.638913932298806,1.8264782675554743,0.33144484147759845,5.510655285545971,3.575002544515612e-08,5.184466354913293e-06
FAM83H,15.206498901865885,-2.328793724970429,0.4226276990354584,-5.510272351493563,3.582789043477002e-08,5.184466354913293e-06
ST6GALNAC3,59.45040297530944,1.2996716134217694,0.23601961308798022,5.506625472423324,3.657772888945413e-08,5.243037856097793e-06
TMEM37,835.2327876290443,-1.7126682038963743,0.31168782813623724,-5.4948190121424165,3.911113173890171e-08,5.553780706924043e-06
KRT23,33.7422983996299,-4.240939548864186,0.7726276929698761,-5.488982064003673,4.04256666489685e-08,5.6864006733162055e-06
TRIB1,1314.2310779207862,-1.8727099121817952,0.3412756994187413,-5.487381361671468,4.0793581242034116e-08,5.6864006733162055e-06
PDS5B,1170.5064292052646,0.9577465166027804,0.1748060746454116,5.4789086623307455,4.279571938423326e-08,5.911256002945819e-06
GPNMB,868.8009407354162,1.0466037272864068,0.19114838176217225,5.475347045253024,4.366549887895576e-08,5.9770593690707554e-06
GCAT,70.04621149268695,-1.4148232747708902,0.2590667269628983,-5.46123113283286,4.728439511208855e-08,6.414634815473869e-06
LAMB3,39.725342589646054,-4.237738219727138,0.776458231827422,-5.457780014455472,4.8212446003473065e-08,6.482654022803272e-06
LRRC4B,78.7245839592762,1.5204003597679367,0.2790778896448918,5.447942729187704,5.0955758901087737e-08,6.791419304764273e-06
SNX16,133.44963470252893,0.7179168162813936,0.13204179336282548,5.437042303028225,5.4172280052527405e-08,7.133344339950323e-06
PRKG1,294.9993583487841,1.200545395269897,0.22084692314001678,5.436097447953812,5.446017792775026e-08,7.133344339950323e-06
ABI3BP,702.9304839963171,1.27970855861063,0.23556646562579026,5.43247340070685,5.557824035059187e-08,7.156404948194007e-06
CDK2AP2,532.6056858094175,-1.7464565979224504,0.32144125887404223,-5.433206067074312,5.535042475875307e-08,7.156404948194007e-06
H2AFJ,741.5502687241155,-1.20497632407166,0.22190924875275966,-5.430041022824539,5.634109948292841e-08,7.1936694583496995e-06
S100A1,95.90887368156238,-3.8299453237167844,0.7062851880433354,-5.422661254339927,5.871820286581716e-08,7.434703119526883e-06
ASXL3,40.51031466679203,1.68187738949806,0.3108279234052063,5.410959771801148,6.268785462959366e-08,7.871729448281373e-06
EZR,348.3606160142493,-2.316094346084392,0.4288389505670912,-5.400848833860866,6.632630024334448e-08,8.193185413799805e-06
TSPAN8,24.816421270305526,-5.16699464489305,0.956613490620308,-5.401339930448352,6.614494640149002e-08,8.193185413799805e-06
SORCS2,18.036624593746556,2.3831401593394967,0.44137732096247095,5.399326259316636,6.689162882930346e-08,8.19638232606804e-06
C15orf48,49.88155993279028,-3.0371225584307737,0.5630884237790604,-5.393686728716079,6.902652099442451e-08,8.390311679914289e-06
LRAT,19.446392433782417,2.0047482825991336,0.3721846436007168,5.386434709406889,7.186901931265047e-08,8.601019359112721e-06
SMIM6,13.568428203689493,-3.6803451862187586,0.6832691636311723,-5.386376822070963,7.189215865521361e-08,8.601019359112721e-06
COMP,64.7945839598933,-3.9739676794191756,0.7399919525458563,-5.3702849953262355,7.861230747446462e-08,9.331526560679808e-06
TCN1,27.908569941183533,-5.3599307382015855,0.9986381095560152,-5.367240331519652,7.995049241097582e-08,9.416804509243152e-06
SCRN1,193.24245099716254,0.893368820880916,0.16660684031223102,5.362137708191874,8.224280228574698e-08,9.612285676381843e-06
CD79B,20.36813158222841,1.7468142384677128,0.3261838818780054,5.355305199050366,8.541212301430335e-08,9.906502267781107e-06
IER3,3928.930996587382,-2.456522828397302,0.45903530195123005,-5.351490000780579,8.723295891756873e-08,1.0041042256011662e-05
